content,score
"the game is good and the scenery is absolutely amazing, the characters have such unique and beautiful designs, the plots and twists are also very creative, but the one thing the gets on my nerves is that the game itself needs tons of storage just to download for all the versions, making it unable to play without a memory card for a phone :(",3
"Takes most of my storage, but 100% worth it, all the characters look so epic, and every turn is beautiful, and detailed. the storyline is just cheifs kiss, and finding all the hidden chest is so fun!!",5
"So you create a mode no one asked for and make the only thing that makes it fun be behind a paywall? Hoyo you're a billion dollar company and you're still so money hungry? It's like your trying to ruin the game. Seriously get some help, your pathetic.",1
Make Milliastra Wonderland an optional download. I'm no longer enjoying the game because of the high storage demand.,1
"Please add a skip button for certain parts of world quests. Timed challenges absolutely suck, especially for low-end devices. I've been stuck on a certain quest involving kuuvahki and the stones just won't register at all",1
"The graphics are soo good and the characters are soo pretty, I love everything that's in the game and this game is my comfort zone, so I might recommend this game to you guys who are planning to download it!!!",5
The BEST game ever I have played many games but I just find that it's not for me so I installed genshin since I like adventure so much I fell in love immediately been playing for ½ year I just started rating it now because I was too stuck up on grinding primogems btw I recommend this game it's beautiful has a wonderful characters and awesome regions to explore Edit: HOYOVERSE GIVE ME DURIN OR ILL BURN THIS WORLD!!!,5
"I'm sorry but stop with the paywalls, I hope you add more nice things to the ugc mode that you don't need to use real money for and u make it so the characters can look less like npcs💔",1
I believe that you hate the players and just wanna consume them time. Resting the daily points was way unnecessary. I come from work tired and I just wanna spend my resin which makes my dailies done and leave. I dont have time to play quests and get points. I'm not sure why genshin keep going back in some points.,1
"I absolutely HATE this new update. The fact we need to work our asses off for ANOTHER currency, work on MORE stupid mini-games, AND play with more people? I like the story line but seriously this could have just been another part to the map we have in Genshin, just in general. Might quit lowk and I'm only at Inazuma.",1
"literally the best game ever....but I was sad cuz it took so much storage and now that problem has been solved too, devs listened to us, they gives us choice of storage....and characters, and f2p things you can obtained and the charactes back story and new regions, I am obsessed with genshin!!!!!",5
"you have and add everything but skip button. it's really hard for me to catch up on EVERYTHING that is UNNECESSARY, such a WASTE OF TIME... is it that hard to make a SKIP BUTTON?????????? i play HSR and ZZZ they even have skip button in that early game, i'm a day 1 player in those games and didn't complain anything about QoL update bcs they are great at that. STEP UP UR GAME, GENSHIN.",1
"it's really good game i can go anywhere I like and I really enjoyed, so good graphics, so good storylines and perfect animations. i fight so many monster game characters are really good and all male and female characters powers really amazing ✨",5
"I wish you guys did better, I know it's not fair to compare Genshin to HSR since it's a newer game, but alas the difference in quality is far too high. HSR cutscenes are far better, HSR character trailers are better, HSR dialogue options matter, HSR doesn't hand hold and over explain everything. edit: you guys have started doing better on story / animations / trailers etc. but the power creep is quite discouraging, I'd like to use my favourite units but they no longer can do the new content.",4
I really enjoyed it. Now the Luna II update came and it keeps crashing in 96% piling shaders. Please fix it. I tried communicate with genshin but no response from them.,1
Very poorly optimized despite being a very old game it is fully pay to win so you'd expect the devs to take more care of the game's optimization but no they just do not care...,1
a mission spray paint according to your companions is glishing. I sprayed all the things right but I I can't complete the painting and the mission don't complete. I have tried 15 times,3
It's OK game still a newbie to the game but it's lovely I have been playing all. Morning so cute the game I wish that we could get free outfits but earn then by playing the game and that get more characters with cool outfits,5
Best graphics game with good storyline It is more enjoyable because it has many quests which are full of characters introduction and enjoyment,5
I really love this game and wanted to whale for nod-krai characters but hoyo isn't communicating with the players regarding to our complaints. I'm having a hard time trusting your company now if you will deliver what the playerbase wanted.,1
"I recommend, i like the game but theres some stuff i do not like, i just hope there more rewards like primogems and for early player to get more adventure exp, the world quests makes me bored and not able to finish it so i need motivation for it",3
Bad game. When Lisa died on the trial where you need to kill enemies within 20 secs a credit card paywall appeared asking to pay if I want to continue the challenge. Pathetic.,1
"I love the game but it keeps on crashing on compiling shaders, I did everything to fix it, but it just keeps crashing.",1
"ABSOLUTELY love this game, no complains needed, been a player since 2022 and I'm still playing it, the gameplay, the story, it all goes in one line",5
it can download genshin but ever since the update. It crashes on my infinix note 40 5g. now i can't play. its quite disappointing,1
"I didn't even get to play the game, it took me 80 minutes to get to 8%, ITS CRAZY, I used to play this game on my computer, but it was a virus that took over it, so I had to deinstall, I thought it will take at least 1 minute to go to 60%, I'm sure that it's not my phone, its the game, can you please change it! I don't want to deinstall 😭😭😭",1
very fun game i love it a lot and whould reccomend tho there are a few issuses being storage it takes a lot of storage and a few part of the story is a little boring but mostly the lore is intressting and so are the charcters,4
"down to the top its just perfect game tho.graphic,story,characters are really hood even voice actors are amazing.This is for sure good keep it up..",5
THE PROBLEM Is if you lose 50/50 at 80 pity YOU SHOULD BE Getting the character at early pulls like next 30/40/50 NOT ANOTHER 80 PULL Bruh... Also the risen cap 200 not fully refuel at 24/hours after completing the maps nothing els to do but dailys its understandable that new characters is required to some endgame content BUT NOT ALL YOUR ENDGAME CONTENT DONT LOCK IT still Very BEAUTIFUL GAME,5
it's a really fun game with great graphics (depending on your device) and also it's free?! that's the best trait for me,5
"The graphics are beautiful, story quests are amazing but you can't play some limited time ones now, the soundtracks are one of the best. Overall a must play for sure, even in 2025!",5
"GENSHIN, PLEASE LET THE TRAVELERS HAVE BURST ANIMATIONS, PLEASE I BEG OF YOU, I WILL PRAY FOR IT IN THE FUTURE. Update: Also, please let us delete certain servers, not all servers on the same email, but I want to delete my asia server, but i can only delete all together. Also for the love of Scara please make him be able to fly infinitely, it would being in SO many more sales!",5
In my Experience in this game is fun and the good thing about this is I think they reduce the compiling shaders that took me 80 minutes to complete last year after all 5 star I'd like to recommend this to a friend if they want an good game,5
I like the game and all but it's hard to download because it only goes to 98 or 99 in updates like the new one I hope it gets fixed not like I'm complaining I just really like the game,5
The latest update crashes the game when compiling shaders at around 97%. Can't even play the new update.,1
"Make Milliastra Wonderland and TCG as standalone games, It is not necessary to include and force player to install a feature they don't want to play.",1
I love this game but i need a skip button to everything but the story 💀 Edit: pls we need more than 2 banners every 21days the characters are getting out of hand we love old characters besides wassup with the minimum REWARDS lately 💀,3
"This game is actually a really beautiful game that you can co-op with your friends in. But I do have a few minor issues 1. The storyline is about a twin who lost their twin 500 years ago and are trying to find them. The archon quests are amazing, but it's like once every year there's a quest about their sibling 2. It's really hard to get primogems for characters. I've been playing sense 2021, and I feel like this game is based on if your credit card can afford it, as well as your good luck.",3
"I have also waited to play this game until I get a good device, downloaded it a week ago, the story and the gameplay are awesome I am still learning it but the controls are quite difficult to control coming from a fps game",4
"Amazing! The graphics and so pretty and cool, The story is also lore packed, but the world quests are too much. But.. I GOT C3 AINO BEFORE FLINS.. PLEASE UPGRADE THE LUCK SYSTEM!!",5
"My previous review didn't exactly capture my true and full view. I love this game, I'm one of those people who loves characters a bunch and loves grinding for materials, one of my biggest issues is no resin overflow system. I understand that it's to get players to come back, but for me it wouldn't make a difference, I like fighting enemies and getting materials. Of course there's many other issues, but this is my main one.",4
"The game is amazing, superb exploration experience, dynamic and strategic battles, and there's a lot to do in the game, besides some interesting stories. But, the in game rewards could be improved (although it is getting slightly better every month!).",4
"A very fine game for mobile,graphics are also so good,combat mechanics are also fun to play and exploration is also awesome. The main problem is that the quests are dialogues heavy especially the archon quest after release of sumeru,it provides very less involvement in game and focus on more story and it made me feel like I was watching a visual novel which I do not consider a good thing for a game,it should focus more on gameplay and less on story and also the developers must add a skip button",3
"really fun game! it unfortunately takes up a lot of space. and if you see buildings or models from afar on mobile, they seem unrendered and look like blocks placed on each other. so it's recommended to play on a PC or a phone that has a lot of storage. I find it quite fun wishing for characters then building them. the open world is super pretty and fun to explore. music is a mix of catchy and melancholic. the artstyle is cute and beautiful. and characters are gorgeous as well!",5
"I have been a player for over 4 years and the 5th anniversary is coming up. I'm really happy to say I'm excited for this game to grow more and more along with the world it has been building towards. The first ever open world RPG that has gacha features, with an intricate elemental reaction system that's the bread and butter of the gameplay itself. Moreover, the music is OUTSTANDING and the breathtaking lore and visuals makes it not hard to fall in love with it. Tech Otakus Saved My World.",5
playing since 1.2 I can tell this game is made for who loves gacha and don't mind paying for the characters in it. it's not impossible to play the game f2p but it's so limited and take years especially the guests reward you with a lot of primo gems ( in game money to pull characters or weapons) is way long and since the game doesn't have any skip button it's take a very long time to finish the guests and if you don't care about the side-guests stories it's get pretty boring.,3
"This is a fun game but it does take up alot of space, I'm constantly having to delete apps so I can have the room for it and I was going to switch over to gwnshin cloud but it's comes with a cloud fee and I only do f2p games. Do not do the pre-install update option it does not work. Only take up more space. The next time I have to update this, I will be out of space. Also, hoyoverse don't respond to this being like this game requires more space than you thought, I know, it takes up 60 gb.",3
"After playing since i think 2021, it's an alright game. The newer main quests as of late (natlan to current date) have been lacking in quality and are overhyped compared to previous ones. The exploration is still one of the better parts of the game. A skip button is definitely needed, especially with how bloated dialogue can get. HSR eventually got one, why can't you guys add it here too? Overall, largely just mid.",3
"I invested a lot of time and money here hoping for the game to get better. I also decided to buy those boys and walking to support the dev from making the game improved but I guess you just want us to continue to disappoint, Not that I'm against with the design or story but the endgame content feels no challenge or anything, and I can't find any reason to have a good character anymore, but still I'm hoping for the devs to realize that they really need to listen to players feedback and concerns.",3
"This game was fun until developers started to add random stuff that doesn't belong in this type of games, I'm talking about motorcycles, floating guns, etc. The story started pretty well but as you progress it gets more boring and you're willing to skip all cutscenes and dialogs (which you can't do because developers didn't add a skip button for cutscenes, etc). The only fun part is gachas but if you are willing to get a specific character then you need to grind a lot.",1
"I've played this game for a long time, and it's incredibly frustrating that the developers still aren't listening to their players. They continue to gatekeep the SKIP BUTTON, even though the main story—and especially the side quests—are painfully boring and repetitive. We’re not asking for much. Just the freedom to enjoy the parts of the game we love without being forced through content that feels like a chore. It’s disheartening to see how little value they place on player feedback!",1
"I can not recommend a game that gatekeeps content and rewards behind spending thousands of dollars. Locking lvl 100 characters behind a resource that is obtained only after getting 7 copies of the same character is a new level of greed. Unlocking 1 copy can cost up to $300. Not only that, but the latest endgame mode requires either specialized characters normally released during the patch or multiple copies of limited characters with constellations to finish the highest difficulty.",1
"Can't log in anymore. The interface is sideways and non-reactive. Edit: My phone runs the game fine. The interface just doesn't take input properly when I try to log in. In-game message? Did they even bother to read this? Anyway, logging in with email lets me bypass this, but it's still broken.",1
"I had this game at 5*'s for the first year and couple months. Then it was 4*'s until now August 2025. It takes YEARS to build ONE character, and they expect you to just abandon your hard work and move on every few months. If Hoyo made the artifact grind take a few weeks instead of 8 to 30 months depending on luck, then it would be acceptable.",3
"Best game I've played in a while. Played since 2.6 on my PS4 and haven't changed since. So now I'm heading about 6.0 and the update removing PS4s and now I have to quit? Unbelievable. Edit: didn't know how durable my phone is, the lag is minimal and manageable, with the storage updates helping a ton. Still wish my phone wouldn't burn my fingers when playing. I want the PS4 to come back 😔",4
"I've been playing for 4 years and my experience has crushed all the expectations I had for this game. The characters form real bonds with the players and NPCs, the world building is just so extensive and detailed, it shows you how much work the devs put into the game. now my most played game ever. 👍",5
"so far its great, I've played on Xbox and I can see a difference in FPS and the Graphics but mobile genshin impact is not horrible. its actually playable even with the lowest setting but not TOTALLY perfect, anything higher than the setting will overclock performance I've tested it but other than that its a good game on mobile, not perfect but its better than nothing. and I play on a Galaxy A16 5G which is surprising. 4/5 stars.",4
"(review might be updated) I am new to this game, was told by one of my friends it is awesome, I don't really like anime and thought this revolved around another anime you had to watch.. but no.. I never expected a game to be like this, I really like the anime style as well as the graphics, the story can keep anyone locked in the game for a while, kinda annoying the game requires internet even though it is... like 40 gbs but I guess it is to prevent cheating. overall the game is like.. perfect",5
"I love the animation style. It's so good and well made. You can play as different characters with different powers and appearances. You'll be fighting an opponent that uses water or ice and can use fire to defeat it fastest. Another example is an opponent using water, you use electricity and it's the same as it would be in reality. The world map is huge with different biomes and new things to explore. When you discover an area, you can activate a waypoint which let's you teleport next time.",5
"Very fun rpg game but it's very heavy on my phone but still is a great game. It's a bit annoying that every time I log in, I have to sit next to my internet box cuz the loading is very slow on my phone and it's like 1 h 30 min loading the first time bc first it has to load a lot and then I have to log out and go back in the game and then it loads smoothly. But it's not that big of a deal and it's still a great game with good adventures and it reminded me of the legend of Zelda breath of the wild",5
"In terms of gameplay, its fun, but it is a grindfest, early on you get some resources, but it drags, luck is heavily needed, because those rates are dirty, which would be easily offset if you could get fates easier rather then a pittance of primos that you have to spent months grinding to guarantee a character, game play is the fun part, but the rng of all aspects to the building takes up ages of your life, needs a skip button, more fate/resin farming, better rates, and all five* in permanent.",4
"This game is over 6 years old and it's no longer fun. Just slogging through bloated dialogue everyday, and unfun events that takes hours to do. Edit : I got replied to give feedback in game, if there's one game that never listens to feedback, it's genshin, 6 years and still no good QOL like a skip button. They just take it back to improve HSR instead",1
it's good but it's lacks that feeling of equal return ( for example you can grind and grind to be rewarded with nothing good or mediocre items but it also has a fun aspect of being an adventurer douse u got to explore and feel like a main charecter and their cool animation which is a must try but requires massive amounts of time to actually get good so I would not recommend to people who are looking to have fun as it might bore you as people don't have the time but they have they should try,4
"The game itself is very healing and calming for me. I enjoy doing quests and exploring the maps. Also, no matter the quality of the graphics it works well with my phone. The stories and characters are beautiful and amazing. It was hard to understand at first how the game works but I've got the hang of it in just a few days. Now, im just being adventurous and enjoying the game. I love this. Thank you!! 🫶",5
"The game itself is great and it also has a lot of potential, but the company just won't listen to the community, after all no one asked for even better graphics or removing certain devices (older phones, PS4 etc) so yeah, if you are able to play then give it a shot, but the company ruined the game entirely",2
"it's my first time playing this game. The graphics are good, the characters also display potentials for further development, the story is simple, and the weapons are pretty typical. I would like to recommend to further enhanced the skills of each character, add a free event were all players (around the world) would be able to participate. Additionally, can we just fly?🥺",5
"Hi, I'm Yonal and I installed genshin impact and guess what, I felt like The game was so fun and I loved the cultural themes. I used hate fighting games but genshin does that in it's own way that's fun.But I've had a HUGE problem lately-in the archon quest 'we will be reunited' at the end there is a cutscenes where you a fight a Abbys herald where my the game closes itself. So please tell me what do I do!. :(",3
"Honestly, this game? It's just so immersive. Like, when I started playing just now, I literally couldn't stop exploring, the world is just stunning, and the characters are all so unique and cool. But the absolute best part, for me anyway, is the fighting. It’s not just mindless clicking, you actually have to think about how you're using everyone's powers together, i LOVE this game so much!",5
"Definitely one of the best adventure mmorpg out there, good storyline and I love the open world, the only issue I have is that you can only traverse the open world on foot, there is the fast travel option but I'd love it if there was another means of transport, like adding the option to tame and ride on a horse.",4
"Best Isekai game. I recommend this game for people who search for anime games. I know that it needs a LOT of storage but if you have a good device, you can play it! I loved the graphics, the stories, the quests, everything in this game. Thank you for making this game.. I might want to not delete this game. and if I did, my ego will be hurt so much. Appreciate it! :P",5
"The game only continues to become more predatory overtime. The game has a good amount of potential but it's clear that MiHoYo is too greedy to ever improve the game. The game has some of the worst character progression I have ever seen in a game. It can take months to build a character and to reach the new level 100 can take literal years. The game has also become very bad with power creep. MiHoYo ignored fans for years and when they incorporate what fans asked for, they do it in the worst way.",1
this game is beautiful and reminds me of nature I love the loading screen music specially it's peacefulness I am grate for this game existing but I kind of hate that they added motorcycles because it reminds me of nature and such beautiful mountain view. my phone is also lagging and as soon as I log in my phone will get back to my home screen pls fix this genshin.,4
"Prepare for doing one the same cutscene and endless the same dialogs for many times if you have any minimal issues with the internet. The developers are too stupid to make more safe points for dialogs or at least adding Dialog skips. Yes, you got me write, after 5 years, they didn't collect enough of brain to add the dialogs skips, so enjoy!",1
"Awesome, the game has a bunch of interesting mechanics and design, I love playing Genshin so much. I've been so happy because I got Kaveh on the current Banner, and I'm really excited for Furina because she's my favorite, and the long awaited Columbina. The story is mindblowing, and the gameplay is amazing. BTW Hoyo, PLEEASEEE MAKE A MEHRAK AND LUONNOTAR PLUSHIE, I NAMED MY CLARINET AFTER MEHRAK, AND LUONNOTAR IS SOOOO CUTE 🙏🙏🙏🙏🙏. Anyways, I overall love this game alot.",5
"Only still playing for the story- I want to see the travellers story through to the end. Aside from that, this game has honestly turned so boring. Nothing new, and for a f2p this is unbearable. I had such a better time with honkai star rail.",3
"milastra wonderland. is it in beta? the monetisation is next level,like a lawyer and a dev had some unholy alliance. all that effort wasted that could have been put into the main game. greedy.",1
The game is very beautiful and I have been playing it for 3 to 4 years but for you in the new update you made one of the characters wear an exciting and disguised dress like this? I don't like to play the character game with it to be like this at all and really you made me sad in a big way I hope that from now on you will make their clothes a little respectable and respectful because the majority of the players are from Christian or Muslim religions and you have to respect them too,1
"I absolutely love Genshin Impact! Everything about this game is amazing—the world, the characters, the music, and the story. I’m so happy that Genshin exists because it brings me so much joy. Thank you HoYoverse for creating such a beautiful game. ❤️",5
"Good game, lots of waifu characters, exploring is fun, the quests are a bit ""yapping"", the events are decent but rarely updated (1/2 week 1 event), the gameplay story is a bit monotonous, I want to take a break to rest from this game, if there is an interesting event I will comeback again, well so far it's pretty good, thank you.",4
"The most played game o my phone, and I really love it, you should try it and it won't disappoint. The graphics and gameplay are on an other level, and the world build is amazing.",5
"I love everything about this game going from graphics, gameplay, and of course, story. I know there are multiple bugs in the game and I hope they fix them eventually! Update: It's been years. They've lost me after trying to still enjoy despite the lack of actual creativity and miserable attempts to show diversity. This game is far from my favorite now. The devs have missed so many chances to bring new things and just decide to flop with a lackluster story to back it up.",1
"as they hire professionals for music (which is phenomenal) they should have hired professionals for animation and story telling too (for the size of their team and revenue it's embarrassingly bad) the amount of interactions with child NPCs is starting to feel inappropriate. the story is the opposite of engaging and the repetitiveness of the not fully, so basically un-skillable dialogue is giving me carpal tunnel... cost to fun ratio on all platforms 1/10 a true let down pure lip-service",2
I don't like your way of powercreep and many of the negatives that exist especially the story takes 12 hours to finish and all of them are nonsense please improve your game.,1
"✨ ""Amazing graphics and an engaging story! The characters and combat system feel top-notch. Only downside is the high ping in India and huge update sizes. If those get fixed, this game would be absolutely perfect!""",5
"It's soft like a feather but strong like a sword. Its cutting edges of maiestry makes the adventure feel like you are one with the character. This is not just a game, you enter a new world.",5
"I've been playing this game since 1.7, when natlan came everything was so rushed that I couldn't play, I downloaded AGAIN two weeks ago and I hate everything, the story telling is bad, everything is p2w if you don't follow meta and the lack of primos are my main reasons to hate the game, also forgot to mantion the ""representation"" of culture...",1
This game has a lot of luck based chances for free to play players and they also need to play and work multiple times as hard if they're free to play.,5
"after the latest update, I can't hear the sound of the game sometimes, please fix it immediately.",1
Hoyoverse please fix the compiling shaders stuff because after the 6.1 update mostly all the Mobile players are stuck on compiling shaders💔 whenever the shaders almost reach 100% it just resets back and kicks you out of the game and when you get back you reset to 0%💔 PLEASE FIX THIS HOYOVERSE💔🙏🙏,2
"one of the best game I ever played so far. ther are things that can be improved but so far I really enjoy the game, I recommend this game though as a f2p u might have some struggle at first.",5
"is it just me or the wishing system is really unfair? anyways the whole game is quite fun, there is sometimes I really enjoy the lore and the story but most of what I've experienced is quite boring. And it's really hard to get a five star character here because of how they only give the players a tiny amount of primogems I'm quite disappointed on how low the rewards is, but overall the game is fun I'm just jealous on other games like these because the quests and rewards are actually so worth it.",4
"I love it! The game is hard and i love challenging to be honestly 😻 But theres a few bugging on the game make me really exhausated, otherwise charachters areas everything is so cute and elegant! The graphics are so good and I don't even speak about the music!! Hoyo never disappoints me about the music!",4
i love this game so much! It's really fun and has a lot of adventures and quest to do! i also love the way they designed the character so well! looking forward to more good characters!^^,5
amazing game! dealing like problems or things I would like to have would be to have 120 FPS option. you can only go to 60 and it took a long time to get that download but it was worth it,5
Thank You Hoyoverse for creating such a wonderful game. This is literally my very most favorite game. It's super fun and interesting as well. Altho some of the puzzles and quests made my brain malfunction Lolz 🤣,5
"Should add 120fps cap on android sooner, most android phones have higher specs and better chipsets like the SD8 Elite. It should be more than capable enough to run 90-120 especially since the highest spec Iphone only gets up to 8gb of ram, you even allowed the 13 to be able to run 120 even when it has 6gb of ram making it stutter a lot and only ever average about the same as your generic android phone stuck at 60fps. We want the fps cap to be increased for android soon Hoyo. Including desktop.",1
"I've been playing ever since 2021, and nothing have changed at all, no skip button, no better life improvements that are actually useful, fan service, and more. The devs simply doesn't listen to the players, they only give us useless things, ignore the crits and all, I remember when this game was fun. Y'all seriously need to start listening to the players.",1
"i love this game, especially when adventuring :D this game is fun too! I like pulling for characters and doing commissions, farming primogem is also my doings, I recommend that you should play this! ^^",5
"I LOVE the game but PLEASE. Give some man a luck next time. Every time I go to a banner, hoping to get lucky and not taking 90 spins per 5 star character. Same goes to the weapon banner because it really hurts to see me lose a 50/50 at a late pity. Especially when primos are so scarce as a f2p player",3
"haha, i already quit this game then moved to Wuthering Waves. you guys know why right? WuWa is a lot way better than this. edit: I just downloaded this game again, then i saw new updates like the level cap of character increase to 100, only if you got his/her constellation to 6, lol s2pid update time to uninstall again, also new content is only for pay2win players, impossible for new players to finished it. add a fkng skip nutton for cutscenes and dialogs!",1
"Amazing! Played this for almost 3 years now and i am loving it, though i do have an issue right now that the limited banner characthet are not appearing at all. Hope you can help me Genshin!",5
"so far the game experience is good, graphics are awesome the game is vast. I'm looking forward to the stories and missions ahead.",5
it's a very creative game. I love the designs but I do wish we could get cool stuff sooner. like the powers. or mabye I'm just impatient. five stars!,5
"This is one of the most beautiful and gorgeous games of all time, I have never played genshin before and decided to as i brought a new tablet and omg the visuals, the audio the story 10-1000000000000",5
"Loved Genshin since 2020 for its peaceful world and natural combat, but now it feels rushed, flashy, and meta-focused. Exploration and charm are lost. Please bring back the cozy, immersive feel that made the game special.",2
It's been peak for me and has been fun! Ya'll should play genshin impact (just don't mind the fandom. I did that and played for maybe years now! The updates are upgrading and new characters are showing<3),5
"Again here to describe my terrible experience in v6.1. Lost on Flinns banner right after I lost in Citlali banner. Been losing every damn 50-50 since v4.8. I have stopped buying their welkin moon pass a long time ago as I realised it's a waste of money, since then they are making me lose every 50-50. I would highly suggest not to play this horrible game. Even if you do, I would highly suggent to NOT to spend any MONEY on this game.They don't value your MONEY and your TIME.Hope you find it useful",1
"Peak game, it's open world and my classmates recommended me to play this game so I could play with them, and so I did, the gameplay is fun and challenging, this game is so great keep it up🔥",5
after 5 years of loving this game I realize I felt ashamed how hoyo treat their players it feel sad that a multi billionaire company can't put skip dialogue for players freedom we don't even own our free time these days and not even listening to player complaints it's disappointing after you said you will listen on players complaints you didn't implement anything 😔 I'm still hoping that one day you listen to players and I maybe I give back my 5 star rating sorry hoyo but this too much for 5yrs,1
"ewsome game, story is very interesting, crazy peak lore and character designs are very beautiful, love how there are many body types for the characters. very fun to explore.",5
"Please fix, unable to open app because it says this app has a bug right now. That aside, I am enjoying the current storyline and map exploration in Nod Krai. Been playing since September/October 2020.",3
It's a really good game 😩 whenever I get stressed I will be playing this. But this game gets more gb 👀 . that's not a problem. but I like this game 🎮 it's adventurous 😃it's really makes me active . all can try this game,5
I like it the game is limitless u can do alot of stuff but the early game is very boring butt once u reach the late game and unlock the daily quest and more its really good I honestly think its one of the best rpg games or maybe top 1,5
please give us the feature for customising control buttons on mobile. It is a much needed feature. And the second one is voice chat.,3
"Give back support for devices that use PowerVR, the majority of the player base (including me) can't play. Also Miliastra Wonderland is too restrictive on creating stuff (I hate the level mechanic)",1
"This game is so good, especially when you have WiFi. Without a doubt, I will give this a perfect rating, anyways I'm looking forward to new updates, thanks, devs your hard work will no be in vain",5
"i have a suggestion can you all be more generous? yk i might be asking for too much but for years i have been playing, i have some difficulties getting primogems since im a F2P player, The game is pretty awesome and i love it but please add more ways to get them",3
i think the game was bad becuse of one reson everytime i tried updating it it said i needed more storage and i removed files and everything even apps it didint work the game is fun butt i dont think i game should need that much data or storage if you kan fix that i will start playing the game but other wise i dont like it!!!!,1
"i used to like this game so much, but it is becoming life draining. i hate to spend at least 30-60 minutes or more just to do daily farming and im working. Yes, i do have a life.",5
"I have play so many games but this game is amazing and it has everything best power, adventure,story, character i think in my opinion this is best mobile game but only problem is the download resources is so high",5
"Do the genshin devs just find it funny that they dont listen at all to surveys or constantly asked for quality of life improvements. Im starting to believe this is fully on purpose. This sucks im going to a game that doesnt play jokes on its players. One thing is a skip button. Hpw does genshin not have a skip button. Your world quests take days to complete. Even wuthering waves which im just pointing out, has cinematic level cutscenes that still allow you to skip. Skip button = 5 stars + funds",1
"it's so fun to play there's combat,exploring, and many more. it would be fun to play with friends more it's the best game I've ever played.",5
I played both Wuwa and Genshin Impact and I must say that I enjoyed playing this more because of the element reaction. Plus you can play up to 4 characters vs only 3 in Wuwa.,5
"This game has great graphics and is heavily invested in animation, music, voice actors (jap especially) and love it for that reason.",5
"I love playing this game but pls fix the dialogue its been muted paimon doesn't have anymore sound even the other character if I got a quest on them pls fix this, I will change my rate after you fix this.",3
Why does everything have to have such loooong dialogue? For every 2mins of play you get a 5 minute conversation between the characters like okay sir I don't need to know your whole entire backstory to go open that one door by touching that stone.,2
"Updating my review, its a great game but the space requirements are riduculous 36gb for full and 22gb for basic... 36gb game on an average 128gb phone is nearly 30% of its capacity...",2
This game is absolutely stunning.. The graphics are amazing! It is just breathtaking! And it's not auto-play which is the best part.,5
Best game I ever played.But there has a problem first time when i installed the game i find some network connection issue which is it don't enter me in the game .,5
awesome game! For a game you can play on mobile. it is amazing storyline and character design is beyond amazing. well done!,5
"This one of the best game I have ever played,but the concept of very limited resin is very disturbing, please fix that urgently 😡",1
had to take back my 5 stars to 2 stars for the new update. makes no sense to me and I don't see how it encourages f2p players to play it in any way.,2
this game is just fantastic i have no problem but please try to understand for f2p players they don't have enough money they live in other poor countries and their value of money is low because of this they have to pay in very high amounts so please make a system to support a little for f2p players so they can pull for their fav characters in low primos please genshin team i respect and love you a lot🙏🏻👑,5
"the character+environment design is top tier, but genshin has a very predatory business model. plus, theres no endgame content other than rng artifact grinding -- theres nothing to use those artifacts on either :0 at least the music is always perfect. - qol updates have been added but they take years to implement and dont tackle the issues that sweatier players face.",3
"I play WuWa now after all the disappointments Genshin made. Me and my friends had a lot of fun then the game rapidly became lifeless. A lot of stuff was recycled. New characters locking mechanisms for certain regions. Not anymore engaging. At this point, this game is slow and boring. You just made adjustments when your competitors outdone your quality of life in game lol.",1
Literally the most beautiful game both visually and lore wise. The music makes me ascend into a whole another reality. It's bit complicated until you figure out how to play the game. I remember struggling to understand everything back in 2020 lol but I highly recommend you try it out!,5
"I really like openworld games. The Twin MC are kids and weak mc, boring playstyle and skills, i prefer a grown up version. Npc's are just a copy paste, mostly looks the same with slight differences only and lack of details and design which make them looks boring. Combat experience is not that good because skill of most playable characters are very simple and their potential is limited. Weapon banner should be guaranteed. Dodge mechanics is boring because you only sprint.",1
"MY GODDDD I LOVE NOD-KRAI SO MUCH, the scenery alone is chief kiss! the character Design improved soooo much, specially Kyryll Chudomirovich Flins and Varka (literally!)..But I hope you add more ways to farm Primogems...and the artifacts i've been farming for my baby (Diluc ofc) for 4 years straight! Yes my dmg is great still it takes me months to fully build a new character...But other than that I'm super excited for the next Lunar!!<3 Great work Hoyo!!..",5
"played during early 2023, best time. Now what had happened with nod krai and this new update? What the hell is Miliastra Wonderland? Worst update, it will be the downfall, please listen to the players that actually plays.",1
"after getting 20 pulls on the anniversary and 20 pulls on the lantern rite, for 4 years, they finally decided to give us a free 5 star which is from the standard banner, when those characters are not even relevant anymore ,they should have included standard 5 star weapons as well which can actually be used nowadays, also they gave us 4 free Constellation of limited 5 star char. only to found out you can only get 1 per cher. Why so stingy ,let people get their fav. char. to c4 if they want.",1
"This game is really frustrating! Natlan map challenges are insanely hard, its impossible to get a chest that really need fast hand especially the asha challenge. it’s driving my mentally exhausted and not play this game anymore. such a waste of moneyy topup for this GAMEEE!!!!!! HOYOVERSE DO SOMETHING TO MAKE UR PLAYER HAPPY",1
"spending a WHOLE 30 mins for compiling shadders in my mobile (type: iQOO Z9 5G). Maybe if the devs stop putting unnecessary animations or ""refining"" junk it will perform better BUT NOOOO they never listen 👎👎👎 My time is precious, I want to spend an hour of quality game rather than waiting for SO LONG to ""compile shadders"" (Already set my graphic and settings to the lowest tho)",1
Good graphics and interesting concept that's so poorly done it'll make you mad at it. Additionally continues to use culture from poc while having maybe 5 characters that aren't pale white.,1
